name,label,gender,region,format
Varsha N,PERSON,female,gujarati,firstname_initial
DIYA PANGHAL,PERSON,female,christian,upper
Asghar A,PERSON,male,muslim,firstname_initial
Vasantben Rastogi,PERSON,female,jain,firstname_lastname
Surendran Nicholas,PERSON,male,christian,lastname_firstname
Savitri Jakhar,PERSON,female,hindi,firstname_lastname
Bhandary Tanuja,PERSON,female,kannada,lastname_firstname
JASPREET MATI AHLUWALIA,PERSON,female,punjabi,three_part_upper
Leima Khiangte,PERSON,female,northeast,firstname_lastname
Z Suntook,PERSON,male,parsi,initial_lastname
PHURITSABAM REANG,PERSON,female,northeast,upper
S Babu,PERSON,female,telugu,initial_lastname
thounaojam kipgen,PERSON,male,northeast,lower
N Raiyani,PERSON,female,gujarati,initial_lastname
Dalal Gajendra,PERSON,male,rajasthani,lastname_firstname
heidi lukose,PERSON,female,christian,lower
S Hayer,PERSON,male,punjabi,initial_lastname
SWARA PHANSE,PERSON,female,marathi,upper
Riyaz S,PERSON,male,muslim,firstname_initial
Dabholkar Sarojini,PERSON,female,marathi,lastname_firstname
CHANDRA VEMPATI,PERSON,female,telugu,upper
gurpal kalra,PERSON,male,punjabi,lower
Pihu,PERSON,female,hindi,firstname_only
Trivedi Nilesh,PERSON,male,gujarati,lastname_firstname
M Khurana,PERSON,female,rajasthani,initial_lastname
Nalini Rabari,PERSON,female,gujarati,firstname_lastname
Kailasam,PERSON,male,telugu,firstname_only
Ratanlal Chaturvedi,PERSON,male,rajasthani,firstname_lastname
Panchal Arpit,PERSON,male,gujarati,lastname_firstname
R Madhani,PERSON,female,jain,initial_lastname
benjamin gounder,PERSON,male,christian,lower
D Nigam,PERSON,female,rajasthani,initial_lastname
Kashmira D,PERSON,female,parsi,firstname_initial
Indu D,PERSON,female,malayalam,firstname_initial
Samanta Mekhala,PERSON,female,bengali,lastname_firstname
Kapur Roopkanwar,PERSON,female,rajasthani,lastname_firstname
Senapati Kedarnath,PERSON,male,odia,lastname_firstname
Devi K,PERSON,female,tamil,firstname_initial
NAGARATHNAMMA SASTRY,PERSON,female,telugu,upper
Anantha S,PERSON,male,kannada,firstname_initial
Petit Spenta,PERSON,female,parsi,lastname_firstname
Jaichand,PERSON,male,jain,firstname_only
G Choudhary,PERSON,female,telugu,initial_lastname
kantilal beniwal,PERSON,male,jain,lower
NANI DIKSHIT,PERSON,female,rajasthani,upper
Geraldine G,PERSON,female,christian,firstname_initial
SAAD BAIG,PERSON,male,muslim,upper
A Sema,PERSON,female,assamese,initial_lastname
Prakash Makwana,PERSON,male,gujarati,firstname_lastname
VIRAL SHROFF,PERSON,male,gujarati,upper
sukumar shil,PERSON,male,bengali,lower
Antony Rajani,PERSON,female,malayalam,lastname_firstname
Debkumar P,PERSON,male,bengali,firstname_initial
pralhad ubale,PERSON,male,marathi,lower
V Sastry,PERSON,female,telugu,initial_lastname
HARINI GANGA RAJA,PERSON,female,tamil,three_part_upper
R Saini,PERSON,female,hindi,initial_lastname
ANGELA PALIWAL,PERSON,female,christian,upper
Mubarakpuri Halima,PERSON,female,muslim,lastname_firstname
Gitanjali K,PERSON,female,odia,firstname_initial
Bagi Amarnath,PERSON,male,kannada,lastname_firstname
R Vekariya,PERSON,male,jain,initial_lastname
Uddhav,PERSON,male,marathi,firstname_only
J Karunakaran,PERSON,male,malayalam,initial_lastname
Gangamma Reddy,PERSON,female,kannada,firstname_lastname
meghraj chipa,PERSON,male,rajasthani,lower
Bilgrami Sabiha,PERSON,female,muslim,lastname_firstname
Parasmal Hooda,PERSON,male,jain,firstname_lastname
Gopinath Gouda,PERSON,male,odia,firstname_lastname
Narzary Khundrakpam,PERSON,female,northeast,lastname_firstname
T Sherpa,PERSON,male,northeast,initial_lastname
Aindrila M,PERSON,female,bengali,firstname_initial
Kanhar Sandhyarani,PERSON,female,odia,lastname_firstname
Kunju S,PERSON,male,malayalam,firstname_initial
Parmar Nirupama,PERSON,female,jain,lastname_firstname
Roopkanwar,PERSON,female,rajasthani,firstname_only
M S George,PERSON,male,malayalam,initials_lastname
Hemanth,PERSON,male,telugu,firstname_only
Kaluram S,PERSON,male,jain,firstname_initial
N Munshi,PERSON,male,gujarati,initial_lastname
radheshyam teli,PERSON,male,rajasthani,lower
H Challagundla,PERSON,female,telugu,initial_lastname
DINAKAR PAL HEROOR,PERSON,male,kannada,three_part_upper
Nandini Kotian,PERSON,female,kannada,firstname_lastname
N Shamsi,PERSON,female,muslim,initial_lastname
MANALISHA MANDAL,PERSON,female,assamese,upper
mahinder dhillon,PERSON,male,punjabi,lower
N Chudasama,PERSON,male,gujarati,initial_lastname
Harini,PERSON,female,tamil,firstname_only
Karuna S,PERSON,female,hindi,firstname_initial
K S Firodia,PERSON,female,gujarati,initials_lastname
SHIREEN PALAMPURI,PERSON,female,muslim,upper
Manik H,PERSON,male,bengali,firstname_initial
Prarthana Debnath,PERSON,female,assamese,firstname_lastname
Devi Zeliang,PERSON,female,northeast,firstname_lastname
Yogita Asha Ranade,PERSON,female,marathi,three_part
ILANGO BACHAN KANDASAMY,PERSON,male,tamil,three_part_upper
Ikram M,PERSON,male,muslim,firstname_initial
Virginia,PERSON,female,christian,firstname_only
paresh parekh,PERSON,male,gujarati,lower
Verma Arjunsingh,PERSON,male,rajasthani,lastname_firstname
Gurdip A,PERSON,female,punjabi,firstname_initial
Idicula Biju,PERSON,male,malayalam,lastname_firstname
HARSIMRAN BASRA,PERSON,female,punjabi,upper
R Yadav,PERSON,male,hindi,initial_lastname
I Gaur,PERSON,female,christian,initial_lastname
A Kundu,PERSON,male,bengali,initial_lastname
I Kandula,PERSON,male,telugu,initial_lastname
Radhika K,PERSON,female,tamil,firstname_initial
gurappa moolya,PERSON,male,kannada,lower
Moghe Varsha,PERSON,female,marathi,lastname_firstname
Puja S,PERSON,female,odia,firstname_initial
Gajendra Chopra,PERSON,male,rajasthani,firstname_lastname
Lama Prasanta,PERSON,male,assamese,lastname_firstname
anand santal,PERSON,male,hindi,lower
Sundarlal L,PERSON,male,jain,firstname_initial
M Dandekar,PERSON,female,marathi,initial_lastname
ARUP PANDA,PERSON,male,assamese,upper
CLARA NAMASIVAYAM,PERSON,female,christian,upper
V Savarkar,PERSON,female,marathi,initial_lastname
Basak Indrajit,PERSON,male,assamese,lastname_firstname
Bhoomi Khatoon Gadaria,PERSON,female,hindi,three_part
Midhun Sekharan,PERSON,male,malayalam,firstname_lastname
Sahu Bikash,PERSON,male,odia,lastname_firstname
Gokulnath S,PERSON,male,tamil,firstname_initial
Jaimal Kanwar,PERSON,male,punjabi,firstname_lastname
Goswami Sumit,PERSON,male,bengali,lastname_firstname
Rajendran Jagathambal,PERSON,female,tamil,lastname_firstname
lalchand mittal,PERSON,male,rajasthani,lower
Priya Saravanan,PERSON,female,tamil,firstname_lastname
RESHAM BHULLAR,PERSON,male,punjabi,upper
Anna S,PERSON,female,christian,firstname_initial
A N Sarvaiya,PERSON,male,gujarati,initials_lastname
Jatinder M,PERSON,male,punjabi,firstname_initial
Marudevi G,PERSON,female,jain,firstname_initial
chithra peter,PERSON,female,malayalam,lower
Jasoda,PERSON,female,rajasthani,firstname_only
Ramalingam Swaroop Gadde,PERSON,male,telugu,three_part
Digal Pramila,PERSON,female,odia,lastname_firstname
Chiranjeevi N,PERSON,male,telugu,firstname_initial
Manjunath,PERSON,male,kannada,firstname_only
Shubham M,PERSON,male,hindi,firstname_initial
U Mohite,PERSON,female,marathi,initial_lastname
Z Chacko,PERSON,female,malayalam,initial_lastname
G Meher,PERSON,male,odia,initial_lastname
C Poumai,PERSON,female,northeast,initial_lastname
SAM LOCHAN AGA,PERSON,male,parsi,three_part_upper
janki gahtori,PERSON,female,rajasthani,lower
Ayesha B,PERSON,female,muslim,firstname_initial
Vaiphei Nirod,PERSON,male,assamese,lastname_firstname
A Rizvi,PERSON,female,muslim,initial_lastname
Jigna L,PERSON,female,gujarati,firstname_initial
Snigdha,PERSON,female,odia,firstname_only
Nergish G,PERSON,female,parsi,firstname_initial
Batliboi Farokh,PERSON,male,parsi,lastname_firstname
vaishali thaker,PERSON,female,gujarati,lower
Minakshi Barua,PERSON,female,bengali,firstname_lastname
Antia Banoo,PERSON,female,parsi,lastname_firstname
Priyanka P,PERSON,female,kannada,firstname_initial
Radhakrishnan S,PERSON,male,malayalam,firstname_initial
Ashish,PERSON,male,hindi,firstname_only
P Rathore,PERSON,female,rajasthani,initial_lastname
Rukhshana N,PERSON,female,parsi,firstname_initial
Naobam M,PERSON,male,northeast,firstname_initial
Kalki Malik,PERSON,female,rajasthani,firstname_lastname
Isabelle C,PERSON,female,christian,firstname_initial
Vohra Mulchand,PERSON,male,jain,lastname_firstname
S Kundu,PERSON,female,bengali,initial_lastname
Rathore Ramkali,PERSON,female,rajasthani,lastname_firstname
gumani dhangar,PERSON,female,rajasthani,lower
Azmi Parveen,PERSON,female,muslim,lastname_firstname
I Agarwal,PERSON,female,telugu,initial_lastname
Dastoor Shiraz,PERSON,female,parsi,lastname_firstname
Bhandary Chaitra,PERSON,female,kannada,lastname_firstname
Kamal K,PERSON,male,hindi,firstname_initial
A Noniya,PERSON,male,hindi,initial_lastname
S Yewale,PERSON,female,marathi,initial_lastname
pundlik joshi,PERSON,male,marathi,lower
Veena A,PERSON,female,malayalam,firstname_initial
Zalak S,PERSON,female,gujarati,firstname_initial
SUDHAKAR RAO,PERSON,male,kannada,upper
R Dobhal,PERSON,male,rajasthani,initial_lastname
H S Tyagi,PERSON,female,rajasthani,initials_lastname
Harendra P,PERSON,male,hindi,firstname_initial
Sakeena,PERSON,female,muslim,firstname_only
P Singha,PERSON,male,christian,initial_lastname
CHARANJIT NARULA,PERSON,male,punjabi,upper
vydehi chintala,PERSON,female,telugu,lower
Kalidas,PERSON,male,tamil,firstname_only
Vijayan Shailaja,PERSON,female,malayalam,lastname_firstname
B Swargiary,PERSON,male,northeast,initial_lastname
Sarojini C,PERSON,female,tamil,firstname_initial
Kantaben Jain,PERSON,female,jain,firstname_lastname
J Daroga,PERSON,male,hindi,initial_lastname
malabika roy,PERSON,female,assamese,lower
Radhakrishnan Kunju,PERSON,male,malayalam,lastname_firstname
Mridul Bhumij,PERSON,male,assamese,firstname_lastname
Binod,PERSON,male,assamese,firstname_only
piloo godrej,PERSON,female,parsi,lower
Halder Parthasarathi,PERSON,male,bengali,lastname_firstname
Gadad Veda,PERSON,female,kannada,lastname_firstname
L Kaswan,PERSON,female,hindi,initial_lastname
Bhausaheb,PERSON,male,marathi,firstname_only
RAJANNA LAKKUNDI,PERSON,male,kannada,upper
Khampti Kimkhen,PERSON,male,northeast,lastname_firstname
amu zeme,PERSON,male,northeast,lower
sagarmal raturi,PERSON,male,jain,lower
J Gangwar,PERSON,male,hindi,initial_lastname
T Hayer,PERSON,male,punjabi,initial_lastname
KEERTHANA THIRUNAVUKKARASU,PERSON,female,tamil,upper
ALWYN KRISHNAKUMAR,PERSON,male,christian,upper
prabhakaran mathews,PERSON,male,malayalam,lower
Lakshmipathi B,PERSON,male,kannada,firstname_initial
barasha moyon,PERSON,female,assamese,lower
GOPAN PHILIP,PERSON,male,malayalam,upper
GHALIB MAUDUDI,PERSON,male,muslim,upper
Babita S,PERSON,female,hindi,firstname_initial
Kunal Luhar,PERSON,male,gujarati,firstname_lastname
Narzary Imoinu,PERSON,female,northeast,lastname_firstname
LANCELOT DANDRIYAL,PERSON,male,christian,upper
Menaka Kothandaraman,PERSON,female,tamil,firstname_lastname
Marcelo C,PERSON,male,christian,firstname_initial
Meitei Angom,PERSON,female,northeast,lastname_firstname
Balyan Nani,PERSON,female,rajasthani,lastname_firstname
narendra kashyap,PERSON,male,hindi,lower
Firdausi,PERSON,male,parsi,firstname_only
Mangala Salian,PERSON,female,kannada,firstname_lastname
VANYA YAMUNA BANJARA,PERSON,female,hindi,three_part_upper
mousumi naskar,PERSON,female,bengali,lower
Jaydev Jena,PERSON,male,odia,firstname_lastname
Nazneen K,PERSON,female,muslim,firstname_initial
MANGESH SARDAR,PERSON,male,marathi,upper
Wahengbam,PERSON,male,northeast,firstname_only
Rajendra Pidugu,PERSON,male,telugu,firstname_lastname
FAHAD PESHAWARI,PERSON,male,muslim,upper
Mazumder Bikash,PERSON,male,assamese,lastname_firstname
K Babu,PERSON,male,telugu,initial_lastname
S Poonia,PERSON,male,hindi,initial_lastname
Ghorai Tapasi,PERSON,female,assamese,lastname_firstname
Sunder B,PERSON,female,rajasthani,firstname_initial
HEMAVATHI DOMMETI,PERSON,female,telugu,upper
balbir sohi,PERSON,female,punjabi,lower
M Adke,PERSON,female,kannada,initial_lastname
Prabhakar,PERSON,male,marathi,firstname_only
K Khatua,PERSON,male,odia,initial_lastname
Priya Sudha Ouseph,PERSON,female,malayalam,three_part
Jaitly Karamjeet,PERSON,female,punjabi,lastname_firstname
Barnali Deori,PERSON,female,assamese,firstname_lastname
Siddhi Kapadia,PERSON,female,gujarati,firstname_lastname
Contractor Radha,PERSON,female,gujarati,lastname_firstname
Rajasekharan Vinod,PERSON,male,malayalam,lastname_firstname
Mohua,PERSON,female,bengali,firstname_only
RATANBAI GODARA,PERSON,female,jain,upper
mallikarjun suvarna,PERSON,male,kannada,lower
GHEESALAL PRASAD,PERSON,male,jain,upper
yamini bhimasena,PERSON,female,telugu,lower
NAMONARAYAN LODHIA,PERSON,male,jain,upper
Brinda Nayak,PERSON,female,kannada,firstname_lastname
Sulochana Pokuri,PERSON,female,telugu,firstname_lastname
Pavan V,PERSON,male,telugu,firstname_initial
Biplab S,PERSON,male,assamese,firstname_initial
MADHURIBEN MEENA,PERSON,female,jain,upper
Fahad Malik,PERSON,male,muslim,firstname_lastname
Sangeetha Thangavel,PERSON,female,tamil,firstname_lastname
Shukla Prithviraj,PERSON,male,jain,lastname_firstname
Janardhan Daroga,PERSON,male,hindi,firstname_lastname
Jhodia Lila,PERSON,female,odia,lastname_firstname
Y Sambandam,PERSON,male,tamil,initial_lastname
Smriti M,PERSON,female,gujarati,firstname_initial
Bhavna G,PERSON,female,gujarati,firstname_initial
Kang Nihal,PERSON,male,punjabi,lastname_firstname
Lahiri Subhash,PERSON,male,bengali,lastname_firstname
Baia Kuki,PERSON,female,northeast,firstname_lastname
Sushanta,PERSON,male,bengali,firstname_only
Dennis Udayar,PERSON,male,christian,firstname_lastname
P Jeyachandran,PERSON,male,tamil,initial_lastname
perumal elangovan,PERSON,male,tamil,lower
Puttaswamy M,PERSON,male,kannada,firstname_initial
Chandranath S,PERSON,male,bengali,firstname_initial
Veeralakshmi Subramaniam,PERSON,female,tamil,firstname_lastname
Subasana,PERSON,female,assamese,firstname_only
Shukl Dimple,PERSON,female,gujarati,lastname_firstname
RATHINAVELU SAGAR MARIMUTHU,PERSON,male,tamil,three_part_upper
manisha chakraborty,PERSON,female,bengali,lower
Varsha S,PERSON,female,gujarati,firstname_initial
ILANGO CHETTIAR,PERSON,male,tamil,upper
Tirupathi Vemulapalli,PERSON,male,telugu,firstname_lastname
Metchinla B,PERSON,female,northeast,firstname_initial
Unnikrishnan Wahab,PERSON,male,malayalam,lastname_firstname
Shantaben Chamoli,PERSON,female,jain,firstname_lastname
R Chahal,PERSON,female,punjabi,initial_lastname
JUMI PRAMANIK,PERSON,female,assamese,upper
Ganeswar S,PERSON,male,odia,firstname_initial
Archana Kharat,PERSON,female,marathi,firstname_lastname
Sanhura Draupadi,PERSON,female,odia,lastname_firstname
KALURAM SONI,PERSON,male,jain,upper
Eleanor G,PERSON,female,christian,firstname_initial
Himanshi Sudha Sheoran,PERSON,female,hindi,three_part
A Deobandi,PERSON,male,muslim,initial_lastname
P Dobhal,PERSON,male,rajasthani,initial_lastname
Limaye Vishwas,PERSON,male,marathi,lastname_firstname
ambalika bairwa,PERSON,female,jain,lower
jethmal vashishtha,PERSON,male,rajasthani,lower
JAL AMARIA,PERSON,male,parsi,upper
SAROJINI SUNDARI,PERSON,female,odia,upper
Rafat,PERSON,female,muslim,firstname_only
Indravadan Parekh,PERSON,male,gujarati,firstname_lastname
Ketan U,PERSON,male,gujarati,firstname_initial
Ranjit Boral,PERSON,male,assamese,firstname_lastname
Kenneth S,PERSON,male,christian,firstname_initial
Harika,PERSON,female,telugu,firstname_only
S Sil,PERSON,male,bengali,initial_lastname
D A Bairwa,PERSON,male,hindi,initials_lastname
abenla phom,PERSON,female,northeast,lower
Hemant P,PERSON,male,marathi,firstname_initial
Prabhu Devaiah,PERSON,male,kannada,lastname_firstname
Dhruvi,PERSON,female,gujarati,firstname_only
Aishu R,PERSON,female,kannada,firstname_initial
sanmati dikshit,PERSON,male,jain,lower
mandeep minhas,PERSON,female,punjabi,lower
B Kakkar,PERSON,female,punjabi,initial_lastname
bikram ghuman,PERSON,male,punjabi,lower
Mahjabeen Indu Karimi,PERSON,female,muslim,three_part
chhotalal shekhawat,PERSON,male,jain,lower
Mohammed K,PERSON,male,muslim,firstname_initial
Nadar Ilayaperumal,PERSON,male,tamil,lastname_firstname
SUNDARESAN DAYA REDDIAR,PERSON,male,tamil,three_part_upper
Sourav J,PERSON,male,bengali,firstname_initial
Lucknowi Nasir,PERSON,male,muslim,lastname_firstname
B Sanyal,PERSON,female,bengali,initial_lastname
Purnima Parida,PERSON,female,odia,firstname_lastname
A L Sharma,PERSON,female,telugu,initials_lastname
B Saha,PERSON,male,assamese,initial_lastname
Omprakash Rawat,PERSON,male,jain,firstname_lastname
S Tanwar,PERSON,female,christian,initial_lastname
BHAVANA DALVI,PERSON,female,marathi,upper
Singh Sushant,PERSON,male,odia,lastname_firstname
C Jethva,PERSON,female,gujarati,initial_lastname
Berwa Raghunath,PERSON,male,hindi,lastname_firstname
K G Mishra,PERSON,female,rajasthani,initials_lastname
CHANDNI JETHVA,PERSON,female,gujarati,upper
Indumati I,PERSON,female,marathi,firstname_initial
Kabui Saikhom,PERSON,female,northeast,lastname_firstname
Mansi Kataria,PERSON,female,hindi,firstname_lastname
Thakkar Kajal,PERSON,female,gujarati,lastname_firstname
S Deshpande,PERSON,male,marathi,initial_lastname
HAZRA ALIG,PERSON,female,muslim,upper
Monisha,PERSON,female,bengali,firstname_only
SUGANCHAND DAYAL,PERSON,male,jain,upper
hitesh dave,PERSON,male,gujarati,lower
bahadursingh raturi,PERSON,male,rajasthani,lower
LENA SELVARAJ,PERSON,female,christian,upper
W Srinivasan,PERSON,male,christian,initial_lastname
K H Pal,PERSON,female,hindi,initials_lastname
Nikhil M,PERSON,male,malayalam,firstname_initial
DALCHAND BENIWAL,PERSON,male,rajasthani,upper
Mathews Yahya,PERSON,male,malayalam,lastname_firstname
Hameed Titus,PERSON,male,malayalam,firstname_lastname
sangeetha anbazhagan,PERSON,female,tamil,lower
Tehmton,PERSON,male,parsi,firstname_only
Talukdar Tapas,PERSON,male,bengali,lastname_firstname
V G Ingale,PERSON,male,marathi,initials_lastname
HAMEED CHANGEZI,PERSON,male,muslim,upper
M Bose,PERSON,female,bengali,initial_lastname
Tripathi Juliana,PERSON,female,christian,lastname_firstname
Maitri A,PERSON,female,gujarati,firstname_initial
Stephen Vasantha,PERSON,female,malayalam,lastname_firstname
Raghu Bindu,PERSON,female,malayalam,lastname_firstname
vedavalli devarajan,PERSON,female,tamil,lower
Boman Madan Anklesaria,PERSON,male,parsi,three_part
JEJE PARKASH GANGTE,PERSON,male,northeast,three_part_upper
Sau Rina,PERSON,female,assamese,lastname_firstname
Dayal Rajmal,PERSON,male,jain,lastname_firstname
Gulabchand L,PERSON,male,jain,firstname_initial
prafulla subba,PERSON,male,assamese,lower
Muniswamy V,PERSON,male,kannada,firstname_initial
RAKESH MUNSHI,PERSON,male,gujarati,upper
TESSY JOHN,PERSON,female,malayalam,upper
A Khanna,PERSON,female,hindi,initial_lastname
Sarabjit L,PERSON,female,punjabi,firstname_initial
P Acharya,PERSON,female,kannada,initial_lastname
Chhaya J,PERSON,female,marathi,firstname_initial
CHANDANA BHANDARY,PERSON,female,kannada,upper
Kartik K,PERSON,male,hindi,firstname_initial
A Rajakumar,PERSON,male,christian,initial_lastname
Chandran P,PERSON,male,malayalam,firstname_initial
hormazd mirza,PERSON,male,parsi,lower
Udayan Chamdia,PERSON,male,hindi,firstname_lastname
Vinod,PERSON,male,malayalam,firstname_only
Gerald Dev Bhar,PERSON,male,christian,three_part
mehnaz chishti,PERSON,female,muslim,lower
Kamaljit Kahlon,PERSON,female,punjabi,firstname_lastname
TRINATH KARJI,PERSON,male,odia,upper
kannamma vaithianathan,PERSON,female,tamil,lower
basanta pati,PERSON,male,odia,lower
Jyothi Pail,PERSON,female,kannada,firstname_lastname
E Dumasia,PERSON,female,parsi,initial_lastname
Phyllis P,PERSON,female,christian,firstname_initial
raghunath hota,PERSON,male,odia,lower
Fauja,PERSON,male,punjabi,firstname_only
K Barucha,PERSON,female,parsi,initial_lastname
Firoz D,PERSON,male,malayalam,firstname_initial
Sisir,PERSON,male,bengali,firstname_only
durga anand,PERSON,female,hindi,lower
M Madani,PERSON,male,muslim,initial_lastname
C D Bargoti,PERSON,male,christian,initials_lastname
MITHRA TODYWALA,PERSON,female,parsi,upper
PANGAMBAM KABUI,PERSON,female,northeast,upper
S Sahni,PERSON,male,punjabi,initial_lastname
M Tambe,PERSON,male,marathi,initial_lastname
Mochi Shrawan,PERSON,male,rajasthani,lastname_firstname
N Madhani,PERSON,male,gujarati,initial_lastname
Shivakumar,PERSON,male,kannada,firstname_only
U Engineer,PERSON,male,gujarati,initial_lastname
Lovji A,PERSON,male,parsi,firstname_initial
Rustam Fatakia,PERSON,male,parsi,firstname_lastname
Samir Prajapati,PERSON,male,gujarati,firstname_lastname
Khumukcham Zeliang,PERSON,male,northeast,firstname_lastname
Boral Sarasi,PERSON,female,bengali,lastname_firstname
Thulasi Muraleedharan,PERSON,female,malayalam,firstname_lastname
Jose Radhika,PERSON,female,malayalam,lastname_firstname
Ahmad,PERSON,male,muslim,firstname_only
Gaurav Barik,PERSON,male,assamese,firstname_lastname
Ratan Patnaik,PERSON,male,odia,firstname_lastname
Chanpreet Trehan,PERSON,male,punjabi,firstname_lastname
Zorawar Keshav Deol,PERSON,male,punjabi,three_part
VAIDEHI MOGILI,PERSON,female,telugu,upper
Suntook Maneck,PERSON,male,parsi,lastname_firstname
Hiralal Jakhar,PERSON,male,jain,firstname_lastname
Jonathan Gahlot,PERSON,male,christian,firstname_lastname
Bijayananda,PERSON,male,odia,firstname_only
jairam devasi,PERSON,male,rajasthani,lower
Basavaraj,PERSON,male,kannada,firstname_only
Lois T,PERSON,female,christian,firstname_initial
Rodney C,PERSON,male,christian,firstname_initial
Prosenjit Kotal,PERSON,male,bengali,firstname_lastname
Roshni Kahar,PERSON,female,hindi,firstname_lastname
I S Sharma,PERSON,female,northeast,initials_lastname
Pratul T,PERSON,male,assamese,firstname_initial
padmanabham apparao,PERSON,male,telugu,lower
H Rabari,PERSON,female,jain,initial_lastname
I Shastri,PERSON,female,kannada,initial_lastname
HEMACHANDRAN VISWANATHAN,PERSON,male,tamil,upper
Sethi Samri,PERSON,female,rajasthani,lastname_firstname
Mishri D,PERSON,female,rajasthani,firstname_initial
P Shukl,PERSON,female,gujarati,initial_lastname
rina sau,PERSON,female,assamese,lower
Shailaja,PERSON,female,marathi,firstname_only
Firdausi C,PERSON,male,parsi,firstname_initial
Ramniwas Shekhawat,PERSON,male,rajasthani,firstname_lastname
Motiben C,PERSON,female,jain,firstname_initial
Tiago Vohra,PERSON,male,christian,firstname_lastname
YOGESH KETKAR,PERSON,male,marathi,upper
Amarchand Prajapati,PERSON,male,jain,firstname_lastname
SILPI DURGA WANCHO,PERSON,female,assamese,three_part_upper
Jaya Goud,PERSON,female,telugu,firstname_lastname
govardhan kunapuli,PERSON,male,telugu,lower
Thangam,PERSON,female,tamil,firstname_only
P Nariman,PERSON,female,parsi,initial_lastname
Navneet Soni,PERSON,female,punjabi,firstname_lastname
Damayanti Mynampati,PERSON,female,telugu,firstname_lastname
Samri Rathore,PERSON,female,rajasthani,firstname_lastname
Nanuram M,PERSON,male,rajasthani,firstname_initial
Eknath Chary,PERSON,male,telugu,firstname_lastname
Ghanchi Pratik,PERSON,male,gujarati,lastname_firstname
Garo Nandita,PERSON,female,assamese,lastname_firstname
junaid banuri,PERSON,male,muslim,lower
krishnaveni chandra,PERSON,female,telugu,lower
Rajbir Jaiswal,PERSON,male,hindi,firstname_lastname
Padmanabhan Sajith,PERSON,male,malayalam,lastname_firstname
KEERTHANA MALAICHAMY,PERSON,female,tamil,upper
D Kimothi,PERSON,male,hindi,initial_lastname
RUPALI LEHAL,PERSON,female,punjabi,upper
Nagen Bagchi,PERSON,male,assamese,firstname_lastname
Shilpa Jyoti Khatri,PERSON,female,gujarati,three_part
S Namboothiri,PERSON,male,malayalam,initial_lastname
DWIPEN DAYA PAUL,PERSON,male,assamese,three_part_upper
Soni Jainulabdin,PERSON,male,jain,lastname_firstname
M Minocherhomji,PERSON,male,parsi,initial_lastname
Paliwal Ahimsa,PERSON,female,jain,lastname_firstname
R Kaddi,PERSON,male,kannada,initial_lastname
Afzal Ballabh Baig,PERSON,male,muslim,three_part
N Bihari,PERSON,male,muslim,initial_lastname
Subarna,PERSON,female,bengali,firstname_only
Eugenia Kaimal,PERSON,female,christian,firstname_lastname
Roy Hari,PERSON,male,malayalam,lastname_firstname
Challagundla Lalitha,PERSON,female,telugu,lastname_firstname
Joydeep,PERSON,male,bengali,firstname_only
abhijit hazra,PERSON,male,bengali,lower
S Sivadasan,PERSON,male,malayalam,initial_lastname
JAYASHREE MALLYA,PERSON,female,kannada,upper
suraya warsi,PERSON,female,muslim,lower
Nishad K,PERSON,male,malayalam,firstname_initial
Verma Nandalal,PERSON,male,jain,lastname_firstname
L Yaranal,PERSON,male,kannada,initial_lastname
Nahak Chitta,PERSON,male,odia,lastname_firstname
uday mandava,PERSON,male,telugu,lower
Patricia,PERSON,female,christian,firstname_only
Vaiphei Zhaleo,PERSON,male,northeast,lastname_firstname
Champatlal,PERSON,male,jain,firstname_only
Basil,PERSON,male,christian,firstname_only
Satabdi Kaur Chowdhury,PERSON,female,bengali,three_part
Changezi Luqman,PERSON,male,muslim,lastname_firstname
H Pillai,PERSON,female,christian,initial_lastname
nikhil bagri,PERSON,male,hindi,lower
Raju K,PERSON,male,assamese,firstname_initial
zoya kashmiri,PERSON,female,muslim,lower
Siraj,PERSON,male,malayalam,firstname_only
Geo,PERSON,male,malayalam,firstname_only
RAJBIR VIRDI,PERSON,male,punjabi,upper
R Bagchi,PERSON,female,bengali,initial_lastname
OBUL SHARMA,PERSON,male,telugu,upper
Partha K,PERSON,male,bengali,firstname_initial
Maibam B,PERSON,female,northeast,firstname_initial
S Illahabadi,PERSON,male,muslim,initial_lastname
Nilanjan N,PERSON,male,bengali,firstname_initial
Kondal S,PERSON,male,telugu,firstname_initial
Hublikar Chandana,PERSON,female,kannada,lastname_firstname
Gireesh P,PERSON,male,malayalam,firstname_initial
Niharika Raha,PERSON,female,assamese,firstname_lastname
Chaudhary Chhotalal,PERSON,male,jain,lastname_firstname
A Shukla,PERSON,male,jain,initial_lastname
Bhavsar Radha,PERSON,female,gujarati,lastname_firstname
kasturi marndi,PERSON,female,odia,lower
A D Swamy,PERSON,female,telugu,initials_lastname
Bhagyalata G,PERSON,female,odia,firstname_initial
abhimanyu tripathy,PERSON,male,odia,lower
Devarakonda Madhusudan,PERSON,male,telugu,lastname_firstname
NANDALAL CHUDASAMA,PERSON,male,jain,upper
Kekhriesato,PERSON,male,northeast,firstname_only
HARNAAM UPPAL,PERSON,male,punjabi,upper
Ian Mathai,PERSON,male,christian,firstname_lastname
Jagjeet D,PERSON,male,punjabi,firstname_initial
naveen byahatti,PERSON,male,kannada,lower
GERALDINE RUPA VAJPAYEE,PERSON,female,christian,three_part_upper
