name,label,category,source,augmentation
Haji ...,MERCHANT,electronics,local_pattern,augmented
isht Fish Coner,MERCHANT,local_shop,desi_pattern,augmented
Bio Travels,MERCHANT,travel,local_pattern,original
Al Fa Bo Ho,MERCHANT,stationery,local_pattern,augmented
Sunita Car Wash,MERCHANT,auto,local_pattern,original
Amm..,MERCHANT,local_shop,local_pattern,augmented
Sant Vidyalaya,MERCHANT,education,local_pattern,original
Moonlight Gift Shop,MERCHANT,local_shop,local_pattern,original
Rathod_Ka_Store,MERCHANT,local_shop,desi_pattern,augmented
Mui Kitchen,MERCHANT,furniture,local_pattern,augmented
Dwivedi_Beauty_Parlour,MERCHANT,salon,local_pattern,augmented
ChaatWale,MERCHANT,local_shop,desi_pattern,augmented
Rajes..,MERCHANT,local_shop,desi_pattern,augmented
Super Motor,MERCHANT,auto,local_pattern,augmented
Bhatt Mbile,MERCHANT,electronics,local_pattern,augmented
Sai Raam Precious,MERCHANT,jewellery,local_pattern,augmented
Tiw Plu,MERCHANT,hardware,local_pattern,augmented
Deiv Gold & Silver,MERCHANT,jewellery,local_pattern,augmented
DashBarberShop,MERCHANT,salon,local_pattern,augmented
Pooja Medicals,MERCHANT,medical,local_pattern,original
Central Tyres-888,MERCHANT,auto,local_pattern,augmented
Jai Mata Di Ornaemnts,MERCHANT,jewellery,local_pattern,augmented
Ta ros,MERCHANT,local_shop,local_pattern,augmented
Haji Tax Consultatn,MERCHANT,professional,local_pattern,augmented
Pandit & Company,MERCHANT,local_shop,local_pattern,original
Mee Gar,MERCHANT,auto,local_pattern,augmented
Naidu Gold & iSlver,MERCHANT,jewellery,local_pattern,augmented
Natarajan Traders,MERCHANT,local_shop,local_pattern,original
Mondal&Co,MERCHANT,professional,local_pattern,augmented
Khurana   Mobile   Shop,MERCHANT,electronics,local_pattern,augmented
Barkat Restuarant,MERCHANT,restaurant,local_pattern,augmented
Grand Stationer,MERCHANT,stationery,local_pattern,augmented
Mangal_Readymade,MERCHANT,clothing,local_pattern,augmented
Popular  Chartered  Accountants,MERCHANT,professional,local_pattern,augmented
Jshi Ka Shp,MERCHANT,local_shop,desi_pattern,augmented
Lakshmi Paan Shop,MERCHANT,restaurant,local_pattern,original
Dattatreya-Glass-House,MERCHANT,hardware,local_pattern,augmented
Narayan Ortho Clinic595,MERCHANT,medical,local_pattern,augmented
Mehta Juice Corner,MERCHANT,restaurant,local_pattern,original
P2P-Shinde Jewellers,MERCHANT,jewellery,local_pattern,augmented
SuryaPublicSchool,MERCHANT,education,local_pattern,augmented
Goldy ACC Service,MERCHANT,electronics,local_pattern,augmented
Dee Bri Stu,MERCHANT,salon,local_pattern,augmented
NEFT-Royal Coaching Classes,MERCHANT,education,local_pattern,augmented
Hamara   Communication,MERCHANT,electronics,local_pattern,augmented
Sabka Diamnod,MERCHANT,jewellery,local_pattern,augmented
RanganathSuperMart,MERCHANT,local_shop,local_pattern,augmented
Hindustan Surgical,MERCHANT,medical,local_pattern,original
anon Home Decor,MERCHANT,furniture,local_pattern,augmented
iSta Ram Supermarket,MERCHANT,local_shop,local_pattern,augmented
Dhillon Garage,MERCHANT,auto,local_pattern,original
Faiz_Coaching_Classes,MERCHANT,education,local_pattern,augmented
Modern Computer Centre,MERCHANT,electronics,local_pattern,original
KapoorCommunication,MERCHANT,electronics,local_pattern,augmented
Cahvan Two Wheeler,MERCHANT,auto,local_pattern,augmented
Su Mi Ma,MERCHANT,local_shop,local_pattern,augmented
uru LPG Gs,MERCHANT,fuel,local_pattern,augmented
Economy Silk H..,MERCHANT,clothing,local_pattern,augmented
Paii Silks,MERCHANT,clothing,local_pattern,augmented
Pill Coac,MERCHANT,education,local_pattern,augmented
SSelect Law Firm,MERCHANT,professional,local_pattern,augmented
DeshmukhStore,MERCHANT,local_shop,local_pattern,augmented
AmmaGasAgency,MERCHANT,fuel,local_pattern,augmented
Heritage Sofa Hou..,MERCHANT,furniture,local_pattern,augmented
Tiranga Non Veg Corner,MERCHANT,restaurant,local_pattern,original
Bharat Learning Cen,MERCHANT,education,local_pattern,augmented
Bho Gar,MERCHANT,auto,local_pattern,augmented
OmAcademy,MERCHANT,education,local_pattern,augmented
Rao IT Solutions,MERCHANT,electronics,local_pattern,original
Lucky Chartere Accoutants,MERCHANT,professional,local_pattern,augmented
E- Steel,MERCHANT,hardware,local_pattern,original
Sunrise  Chartered  Accountants,MERCHANT,professional,local_pattern,augmented
Mohanty Ki Dukan,MERCHANT,local_shop,desi_pattern,original
Iyer Public..,MERCHANT,education,local_pattern,augmented
arayan Gold ouse,MERCHANT,jewellery,local_pattern,augmented
Firdaus Nursing Home,MERCHANT,medical,local_pattern,original
Hashmi  Spa,MERCHANT,salon,local_pattern,augmented
Spe & Co,MERCHANT,professional,local_pattern,augmented
Select_Sanitary_Ware,MERCHANT,hardware,local_pattern,augmented
Dhillon Timber-9142,MERCHANT,hardware,local_pattern,augmented
Kumar Vastra Bhandar,MERCHANT,clothing,local_pattern,original
Govi Mith Bhan,MERCHANT,restaurant,local_pattern,augmented
Rinku Workshop,MERCHANT,auto,local_pattern,original
Om Sai Bridal Studio,MERCHANT,salon,local_pattern,original
Das Mattres.,MERCHANT,furniture,local_pattern,augmented
Tradition ySuper Mart,MERCHANT,local_shop,local_pattern,augmented
Standard/Auto,MERCHANT,auto,local_pattern,augmented
Pandit/Tuition/Centre,MERCHANT,education,local_pattern,augmented
Organic Tax Consultant,MERCHANT,professional,local_pattern,original
Pink Kirana-905,MERCHANT,local_shop,local_pattern,augmented
Mohit  Timber,MERCHANT,hardware,local_pattern,augmented
Randhawa Talior,MERCHANT,clothing,local_pattern,augmented
AmmaFurniture,MERCHANT,furniture,local_pattern,augmented
Verma Logistics,MERCHANT,travel,local_pattern,original
Bismillah   Furniture,MERCHANT,furniture,local_pattern,augmented
Dhillon Hardware,MERCHANT,hardware,local_pattern,original
Trip...,MERCHANT,professional,local_pattern,augmented
Dash Opticals,MERCHANT,local_shop,local_pattern,original
SureshSareeCentre,MERCHANT,clothing,local_pattern,augmented
Apna   CA   Firm,MERCHANT,professional,local_pattern,augmented
Kulkarni.Ki.Dukan,MERCHANT,local_shop,desi_pattern,augmented
Smart TV Reapir,MERCHANT,electronics,local_pattern,augmented
Ahmde Sofa House,MERCHANT,furniture,local_pattern,augmented
PAY-Om Sai Store,MERCHANT,local_shop,local_pattern,augmented
Choice Steel,MERCHANT,hardware,local_pattern,original
More Hotel-646,MERCHANT,restaurant,local_pattern,augmented
Chauhan   Juice   Wale,MERCHANT,local_shop,desi_pattern,augmented
PAY-Maruti Suzuki,MERCHANT,fuel_auto,real_brand,augmented
Ajay Silver Houes,MERCHANT,jewellery,local_pattern,augmented
ModelNursery,MERCHANT,local_shop,local_pattern,augmented
Sachin aitary,MERCHANT,hardware,local_pattern,augmented
Rawat Herbal,MERCHANT,salon,local_pattern,augmented
Azad Grocery Stoer,MERCHANT,local_shop,local_pattern,augmented
Red Food Corner385,MERCHANT,restaurant,local_pattern,augmented
Iyer Tutiion Centre,MERCHANT,education,local_pattern,augmented
Vikas Ining,MERCHANT,local_shop,local_pattern,augmented
Mahadev Coachign,MERCHANT,education,local_pattern,augmented
Jadeja   Gocry,MERCHANT,local_shop,local_pattern,augmented
Rahul bCloth Store,MERCHANT,clothing,local_pattern,augmented
Maa Saraswati Sanitary,MERCHANT,hardware,local_pattern,original
Micro Lw Fim,MERCHANT,professional,local_pattern,augmented
Hindustan Bike Point,MERCHANT,auto,local_pattern,original
Krishna Chai Point,MERCHANT,restaurant,local_pattern,original
Alliedd Digital,MERCHANT,electronics,local_pattern,augmented
Geeta Fuel Station,MERCHANT,fuel,local_pattern,original
Nikhil Burger oPint,MERCHANT,local_shop,desi_pattern,augmented
Hope Timb,MERCHANT,hardware,local_pattern,augmented
i-_Stores,MERCHANT,local_shop,local_pattern,augmented
Chnitu Diamond,MERCHANT,jewellery,local_pattern,augmented
Jai/Lakshmi/Stationers,MERCHANT,stationery,local_pattern,augmented
Tayyab Saree,MERCHANT,clothing,local_pattern,augmented
Economy Precious,MERCHANT,jewellery,local_pattern,original
Tirupati Mart,MERCHANT,local_shop,local_pattern,original
Radhey B..,MERCHANT,clothing,local_pattern,augmented
Navgrhaa Saree House,MERCHANT,clothing,local_pattern,augmented
Bisht Sweet Hoyuse,MERCHANT,restaurant,local_pattern,augmented
Tand TV Repa,MERCHANT,electronics,local_pattern,augmented
Kumar Tailor,MERCHANT,clothing,local_pattern,original
Sanjay_Biryani_King,MERCHANT,local_shop,desi_pattern,augmented
Allied LPG Ga...,MERCHANT,fuel,local_pattern,augmented
Gu Be Pa,MERCHANT,salon,local_pattern,augmented
UPI/Khurana Electronics,MERCHANT,electronics,local_pattern,augmented
PappuHairStudio,MERCHANT,salon,local_pattern,augmented
Hope Service Centre,MERCHANT,auto,local_pattern,original
Chauhan.Confectionery,MERCHANT,restaurant,local_pattern,augmented
Rajesh Printing Press,MERCHANT,stationery,local_pattern,original
E- Ghold & Silver,MERCHANT,jewellery,local_pattern,augmented
Think/&/Learn/Pvt/Ltd,MERCHANT,corporate,legal_entity,augmented
Sahab Hair Cutting,MERCHANT,salon,local_pattern,original
Pandurang Ph,MERCHANT,stationery,local_pattern,augmented
Deshmukh LP as,MERCHANT,fuel,local_pattern,augmented
Gaikawd Book Store,MERCHANT,stationery,local_pattern,augmented
BismillahPetShop,MERCHANT,local_shop,local_pattern,augmented
UPI/Model Tax Consultant,MERCHANT,professional,local_pattern,augmented
Amma Ayurvedifc,MERCHANT,medical,local_pattern,augmented
Sai Ram Xerox,MERCHANT,stationery,local_pattern,original
Qureshi/Drug/House,MERCHANT,medical,local_pattern,augmented
Guddu_Curtains,MERCHANT,furniture,local_pattern,augmented
Si Tu Ce,MERCHANT,education,local_pattern,augmented
MamaBookHouse,MERCHANT,stationery,local_pattern,augmented
Gillg Express,MERCHANT,travel,local_pattern,augmented
Ajay Movers &p Packers,MERCHANT,travel,local_pattern,augmented
Pawar Advisory,MERCHANT,professional,local_pattern,original
Cheema   Design   Studio,MERCHANT,professional,local_pattern,augmented
Gi La Po,MERCHANT,local_shop,desi_pattern,augmented
Yogesh Jewellery-9297,MERCHANT,jewellery,local_pattern,augmented
Chavan/Car/Wash,MERCHANT,auto,local_pattern,augmented
Parekh igitl Studio,MERCHANT,stationery,local_pattern,augmented
Khan Coaching Centre,MERCHANT,education,local_pattern,original
Anand Kitchen,MERCHANT,furniture,local_pattern,original
Jai ta Di Mobile Shop,MERCHANT,electronics,local_pattern,augmented
Standard Fuel tSation,MERCHANT,fuel,local_pattern,augmented
Budh   Fuel   Station,MERCHANT,fuel,local_pattern,augmented
Diamond Sofa House,MERCHANT,furniture,local_pattern,original
Gandhi_Computer_Centre,MERCHANT,electronics,local_pattern,augmented
AlHudaFitness,MERCHANT,local_shop,local_pattern,augmented
Sai Motor Parts,MERCHANT,auto,local_pattern,original
Green/Fuel/Station,MERCHANT,fuel,local_pattern,augmented
Sliver Dress Material,MERCHANT,clothing,local_pattern,augmented
Singh Two Wheeler-7046,MERCHANT,auto,local_pattern,augmented
Chakraborty Chartered Accountants,MERCHANT,professional,local_pattern,original
Namo Cargoo,MERCHANT,travel,local_pattern,augmented
Chintu Hotel,MERCHANT,restaurant,local_pattern,original
Vias Educaional,MERCHANT,education,local_pattern,augmented
Arora Petroleum,MERCHANT,fuel,local_pattern,original
Baba Heaalth Centre,MERCHANT,medical,local_pattern,augmented
Shri Hari Aqaurium,MERCHANT,local_shop,local_pattern,augmented
Re Mi,MERCHANT,restaurant,local_pattern,augmented
Sai Baba Medical Store,MERCHANT,medical,local_pattern,original
Pavitra Biryani C..,MERCHANT,restaurant,local_pattern,augmented
Al Madina Gas Agency,MERCHANT,fuel,local_pattern,original
Economy Bidal Stdio,MERCHANT,salon,local_pattern,augmented
Al Fatah Communication,MERCHANT,electronics,local_pattern,original
Rajput Mobiles,MERCHANT,electronics,local_pattern,original
Progress gCement Store,MERCHANT,hardware,local_pattern,augmented
Raj Uni Sal,MERCHANT,salon,local_pattern,augmented
Govin old House,MERCHANT,jewellery,local_pattern,augmented
Firdaus Bridal Studio,MERCHANT,salon,local_pattern,original
Old Institute,MERCHANT,education,local_pattern,original
Brhm Curtains,MERCHANT,furniture,local_pattern,augmented
Babu Stationers73,MERCHANT,stationery,local_pattern,augmented
DasXerox,MERCHANT,stationery,local_pattern,augmented
Sandhu  LPG  Gas,MERCHANT,fuel,local_pattern,augmented
P2P-Al Noor LPG Gas,MERCHANT,fuel,local_pattern,augmented
Amit Silks,MERCHANT,clothing,local_pattern,original
Pintu-Ka-Shop,MERCHANT,local_shop,desi_pattern,augmented
Jai Lakshmi Courier Sercvice,MERCHANT,travel,local_pattern,augmented
Firdaus Gadgets,MERCHANT,electronics,local_pattern,original
ShriSaiSchool,MERCHANT,education,local_pattern,augmented
AcchaOrthoClinic,MERCHANT,medical,local_pattern,augmented
Blue  Hardware  Store,MERCHANT,hardware,local_pattern,augmented
IMPS-Shri Ram Tax Consultant,MERCHANT,professional,local_pattern,augmented
Allied-Public-School,MERCHANT,education,local_pattern,augmented
Shri Krishna Mithai Bhandar,MERCHANT,restaurant,local_pattern,original
Mangal Gold House,MERCHANT,jewellery,local_pattern,original
Asha_Coaching_Classes,MERCHANT,education,local_pattern,augmented
Jo Pa Ho,MERCHANT,hardware,local_pattern,augmented
UPI/Priya Furniture,MERCHANT,furniture,local_pattern,augmented
Asha_Plumbing,MERCHANT,hardware,local_pattern,augmented
Kulkarni  Tourism,MERCHANT,travel,local_pattern,augmented
NEFT-Roll Palace,MERCHANT,local_shop,desi_pattern,augmented
Ganesh Archite,MERCHANT,professional,local_pattern,augmented
JaiLakshmiStore,MERCHANT,local_shop,local_pattern,augmented
Ammaji/Herbal/Beauty,MERCHANT,salon,local_pattern,augmented
Divya Jewellery,MERCHANT,jewellery,local_pattern,original
Standrad Solutions,MERCHANT,professional,local_pattern,augmented
Titan,MERCHANT,fashion,real_brand,original
Hanuman Hospital,MERCHANT,medical,local_pattern,original
Bismillah Steel,MERCHANT,hardware,local_pattern,original
Bhosle Dimond,MERCHANT,jewellery,local_pattern,augmented
Pi Ba Sh,MERCHANT,salon,local_pattern,augmented
Thakur Flowre World,MERCHANT,local_shop,desi_pattern,augmented
VermaMobileShop,MERCHANT,electronics,local_pattern,augmented
Agarwal Jewellers,MERCHANT,jewellery,local_pattern,original
UPI-Vitthal Diagnostics,MERCHANT,medical,local_pattern,augmented
Central Juice Corner-281,MERCHANT,restaurant,local_pattern,augmented
Diamond  Book  Store,MERCHANT,stationery,local_pattern,augmented
Chamunda   Precious,MERCHANT,jewellery,local_pattern,augmented
Kamla Wokhop,MERCHANT,auto,local_pattern,augmented
IndusIndBank,MERCHANT,banking,real_brand,augmented
Tiwari   Beauty   Salon,MERCHANT,salon,local_pattern,augmented
Chacha Kitchen,MERCHANT,furniture,local_pattern,original
Glbal & Assocites,MERCHANT,professional,local_pattern,augmented
Rajput.Auto,MERCHANT,auto,local_pattern,augmented
Neha Textiles,MERCHANT,clothing,local_pattern,original
Ghosh Advisroy,MERCHANT,professional,local_pattern,augmented
National Institu...,MERCHANT,education,local_pattern,augmented
Fortun..,MERCHANT,restaurant,local_pattern,augmented
Elite   Hair   Studio,MERCHANT,salon,local_pattern,augmented
Heritage Readymade,MERCHANT,clothing,local_pattern,original
Frtun Hotel,MERCHANT,restaurant,local_pattern,augmented
ChavanHealthCentre,MERCHANT,medical,local_pattern,augmented
Jai Dfurga Xerox,MERCHANT,stationery,local_pattern,augmented
Radha Photo Stud...,MERCHANT,stationery,local_pattern,augmented
DoshiDepartmentalStore,MERCHANT,local_shop,local_pattern,augmented
IMPS-Jadhav Hair Studio,MERCHANT,salon,local_pattern,augmented
Prime Book Store-140,MERCHANT,stationery,local_pattern,augmented
Rawat Garage,MERCHANT,auto,local_pattern,original
Mega Home Decor832,MERCHANT,furniture,local_pattern,augmented
Sahoo  Computer  Centre,MERCHANT,electronics,local_pattern,augmented
IMPS-Malik Academy,MERCHANT,education,local_pattern,augmented
OOpal Timber,MERCHANT,hardware,local_pattern,augmented
Vaishnavi Tour & Travels,MERCHANT,travel,local_pattern,original
Apna Gold & Silver-439,MERCHANT,jewellery,local_pattern,augmented
Kamath Ornaments,MERCHANT,jewellery,local_pattern,original
La Re Ga,MERCHANT,clothing,local_pattern,augmented
Hamara_Interiors,MERCHANT,furniture,local_pattern,augmented
Kapoor.Pet.Shop,MERCHANT,local_shop,local_pattern,augmented
Mohit Fashion,MERCHANT,clothing,local_pattern,original
Kapoor School,MERCHANT,education,local_pattern,original
Bajrang Enterprises NES,MERCHANT,local_shop,local_pattern,augmented
Divy Talor,MERCHANT,clothing,local_pattern,augmented
Jagannath Sofa House,MERCHANT,furniture,local_pattern,original
Classic Tax Consult.,MERCHANT,professional,local_pattern,augmented
Rathod  Daily  Needs,MERCHANT,local_shop,local_pattern,augmented
Modi/Kitchen,MERCHANT,furniture,local_pattern,augmented
Arora IxT Solutions,MERCHANT,electronics,local_pattern,augmented
Shr..,MERCHANT,medical,local_pattern,augmented
Legacy Herbal...,MERCHANT,salon,local_pattern,augmented
P2P-Aashirwad Jewellers,MERCHANT,jewellery,local_pattern,augmented
NEFT-Rohit Electronics,MERCHANT,electronics,local_pattern,augmented
P2P-Economy Biryani House,MERCHANT,restaurant,local_pattern,augmented
Kulkarni Cliic/2,MERCHANT,medical,local_pattern,augmented
UPI-Maa Lakshmi Store,MERCHANT,local_shop,local_pattern,augmented
Shree Baarber Shop,MERCHANT,salon,local_pattern,augmented
Shankar Coaching Centre PDP,MERCHANT,education,local_pattern,augmented
Onlnie Gold & Silver,MERCHANT,jewellery,local_pattern,augmented
Duga Photto Studo,MERCHANT,stationery,local_pattern,augmented
Kamble Cso,MERCHANT,local_shop,local_pattern,augmented
Jagannath  Book  House,MERCHANT,stationery,local_pattern,augmented
GuruCourier,MERCHANT,travel,local_pattern,augmented
Sunita Xro & Printing,MERCHANT,stationery,local_pattern,augmented
Glo Orn,MERCHANT,jewellery,local_pattern,augmented
Al Madina Con,MERCHANT,professional,local_pattern,augmented
Arroa School,MERCHANT,education,local_pattern,augmented
Gandhi Motor Parts464,MERCHANT,auto,local_pattern,augmented
TirupatiConfectionery,MERCHANT,restaurant,local_pattern,augmented
Gaui Makever Studio,MERCHANT,salon,local_pattern,augmented
Bajwa Tech911,MERCHANT,electronics,local_pattern,augmented
JuicePoint,MERCHANT,local_shop,desi_pattern,augmented
Mukherjee.,MERCHANT,restaurant,local_pattern,augmented
Gounder Mini aMrt,MERCHANT,local_shop,local_pattern,augmented
Online Logstis,MERCHANT,travel,local_pattern,augmented
Set Emp,MERCHANT,local_shop,local_pattern,augmented
Lalji Home Decor,MERCHANT,furniture,local_pattern,original
VikasDoodhWale,MERCHANT,local_shop,desi_pattern,augmented
Saxena Xerox & Printing,MERCHANT,stationery,local_pattern,original
Banerjee   Paan   Shop,MERCHANT,restaurant,local_pattern,augmented
Tripathi/Paan/Corner,MERCHANT,local_shop,desi_pattern,augmented
UPI/Kapoor Book House,MERCHANT,stationery,local_pattern,augmented
NEFT-Ajay Service Station,MERCHANT,fuel,local_pattern,augmented
Imperial Auto,MERCHANT,auto,local_pattern,original
Organic Paan Shop-6817,MERCHANT,restaurant,local_pattern,augmented
Baba Motors,MERCHANT,auto,local_pattern,original
Dattatryea Canteen,MERCHANT,restaurant,local_pattern,augmented
Banerjee Saree Ce,MERCHANT,clothing,local_pattern,augmented
Pandit   Nursing   Home,MERCHANT,medical,local_pattern,augmented
Elite ***,MERCHANT,salon,local_pattern,augmented
Raw Dig Stu,MERCHANT,stationery,local_pattern,augmented
Mo & As,MERCHANT,professional,local_pattern,augmented
Micqro Stores,MERCHANT,local_shop,local_pattern,augmented
Koth..,MERCHANT,education,local_pattern,augmented
Grewal Workshop-5354,MERCHANT,auto,local_pattern,augmented
Shirdi Sai Silk House-444,MERCHANT,clothing,local_pattern,augmented
Al Fatah Academy/11,MERCHANT,education,local_pattern,augmented
Suresh Fuel Station,MERCHANT,fuel,local_pattern,original
Arora Electricals,MERCHANT,hardware,local_pattern,original
Select Public School-5685,MERCHANT,education,local_pattern,augmented
Mishra Stationers,MERCHANT,stationery,local_pattern,original
Jyoti Kitchen,MERCHANT,furniture,local_pattern,original
Hope  Tourism,MERCHANT,travel,local_pattern,augmented
Shet Fast Food,MERCHANT,restaurant,local_pattern,augmented
Mata Tuit Cent,MERCHANT,education,local_pattern,augmented
Das Ki Dukan,MERCHANT,local_shop,desi_pattern,original
Tripathi Jewellery423,MERCHANT,jewellery,local_pattern,augmented
Pati Clin,MERCHANT,medical,local_pattern,augmented
Dash Hair Cutting,MERCHANT,salon,local_pattern,original
Sai Dental Clini..,MERCHANT,medical,local_pattern,augmented
Santoshi Building Material,MERCHANT,hardware,local_pattern,original
NEFT-Pooja Learning Centre,MERCHANT,education,local_pattern,augmented
MakeMyTrip India Pvt Ldt,MERCHANT,corporate,legal_entity,augmented
Mal Sta,MERCHANT,stationery,local_pattern,augmented
Ra Ch Co,MERCHANT,restaurant,local_pattern,augmented
Shukla Assoicates,MERCHANT,local_shop,local_pattern,augmented
aba Gadgts,MERCHANT,electronics,local_pattern,augmented
Tripathi Paint House,MERCHANT,hardware,local_pattern,original
Chamunda Ce.,MERCHANT,hardware,local_pattern,augmented
Kamble Goldd House,MERCHANT,jewellery,local_pattern,augmented
Sca,MERCHANT,education,real_brand,augmented
Sunita   Paint   House,MERCHANT,hardware,local_pattern,augmented
Le Travenues Technology Pvt Ltd,MERCHANT,corporate,legal_entity,original
mO Tailor,MERCHANT,clothing,local_pattern,augmented
Jai Ambey Vastra Bhandar,MERCHANT,clothing,local_pattern,original
Suresh Restaurant,MERCHANT,restaurant,local_pattern,original
Bedi Tailors,MERCHANT,clothing,local_pattern,original
Gowda Telecom FRG,MERCHANT,electronics,local_pattern,augmented
Bhatt erbal Bauty,MERCHANT,salon,local_pattern,augmented
Bgio Car Wash,MERCHANT,auto,local_pattern,augmented
aTyyab Coaching Classes,MERCHANT,education,local_pattern,augmented
Shroff Saree Cnetre,MERCHANT,clothing,local_pattern,augmented
hamunda Medcals,MERCHANT,medical,local_pattern,augmented
DuttaAdvisory,MERCHANT,professional,local_pattern,augmented
Jyo...,MERCHANT,travel,local_pattern,augmented
Dada Inteiror,MERCHANT,professional,local_pattern,augmented
Shri Ra Fabric,MERCHANT,clothing,local_pattern,augmented
Pioneer   Beauty   Parlour,MERCHANT,salon,local_pattern,augmented
Hashmi Shop-208,MERCHANT,local_shop,local_pattern,augmented
GoldyGasAgency,MERCHANT,fuel,local_pattern,augmented
UPI/Rawat Furniture House,MERCHANT,furniture,local_pattern,augmented
Pandey Kithcen ACI,MERCHANT,furniture,local_pattern,augmented
Mahalakshmi Consu,MERCHANT,professional,local_pattern,augmented
Vikas Book Stopre,MERCHANT,stationery,local_pattern,augmented
Bedi Furniture ose,MERCHANT,furniture,local_pattern,augmented
Sethji Tuition Cnetre,MERCHANT,education,local_pattern,augmented
Mohit Laundry,MERCHANT,local_shop,local_pattern,original
Baub AC Service,MERCHANT,electronics,local_pattern,augmented
PAY-Patil Tax Consultant,MERCHANT,professional,local_pattern,augmented
NEFT-Shankar Kitchen,MERCHANT,furniture,local_pattern,augmented
Ambika Hair Cutting,MERCHANT,salon,local_pattern,original
Salam Ortho Clinic,MERCHANT,medical,local_pattern,original
Shri Ganesh oGld & Silver,MERCHANT,jewellery,local_pattern,augmented
Chintu Fruit Wala,MERCHANT,local_shop,desi_pattern,original
Chtuvedi Super Mart,MERCHANT,local_shop,local_pattern,augmented
Lala Logistics,MERCHANT,travel,local_pattern,original
Flipkart India Pvt,MERCHANT,corporate,legal_entity,augmented
Universal Fuel Stati,MERCHANT,fuel,local_pattern,augmented
Parmar Electricals,MERCHANT,hardware,local_pattern,original
Kothari Filling Staiton,MERCHANT,fuel,local_pattern,augmented
Ashok/Educational,MERCHANT,education,local_pattern,augmented
NEFT-E- Mess,MERCHANT,restaurant,local_pattern,augmented
Singh Vidyalaya ZNG,MERCHANT,education,local_pattern,augmented
Jdja Chai Point,MERCHANT,local_shop,desi_pattern,augmented
Meha Clini,MERCHANT,medical,local_pattern,augmented
Noor_Auto,MERCHANT,auto,local_pattern,augmented
Baba   Paneer   King,MERCHANT,local_shop,desi_pattern,augmented
Maa/Saraswati/Sanitary,MERCHANT,hardware,local_pattern,augmented
P2P-Jai Shri Ram Mobiles,MERCHANT,electronics,local_pattern,augmented
Online Movers & Packers369,MERCHANT,travel,local_pattern,augmented
Rawat Flower Shop-5664,MERCHANT,local_shop,local_pattern,augmented
Jagannath.Service.Station,MERCHANT,fuel,local_pattern,augmented
Sahab Birynai Wala,MERCHANT,local_shop,desi_pattern,augmented
Solanki Entreprises,MERCHANT,local_shop,local_pattern,augmented
Bajrang Statpioners729,MERCHANT,stationery,local_pattern,augmented
Sarkar.Kapda.Corner,MERCHANT,local_shop,desi_pattern,augmented
Diamond.Jewellers,MERCHANT,jewellery,local_pattern,augmented
Maa Saaswati Readymade,MERCHANT,clothing,local_pattern,augmented
Gandhi Ka Store,MERCHANT,local_shop,desi_pattern,original
Jahdav CA Firm,MERCHANT,professional,local_pattern,augmented
Al Madina Vaish,MERCHANT,restaurant,local_pattern,augmented
Moonlight CNG Station,MERCHANT,fuel,local_pattern,original
Ambika  Gold  &  Silver,MERCHANT,jewellery,local_pattern,augmented
Shetty Mess,MERCHANT,restaurant,local_pattern,original
UPI/roHit DEpOt,MERCHANT,local_shop,local_pattern,augmented
Maa Lakshmi Furniture862,MERCHANT,furniture,local_pattern,augmented
Chamunda   Hair   Cutting,MERCHANT,salon,local_pattern,augmented
andey urnishing,MERCHANT,furniture,local_pattern,augmented
Jay frigeration,MERCHANT,electronics,local_pattern,augmented
Bhat Phot Stud,MERCHANT,stationery,local_pattern,augmented
Dwivedi Health Centre-441,MERCHANT,medical,local_pattern,augmented
Budh Vatsra Bhandar,MERCHANT,clothing,local_pattern,augmented
Shar...,MERCHANT,clothing,local_pattern,augmented
Koulkarni Ka Shop,MERCHANT,local_shop,desi_pattern,augmented
PearlInteroirs,MERCHANT,furniture,local_pattern,augmented
BharaP,MERCHANT,fintech,real_brand,augmented
Gaurav Hardware Store,MERCHANT,hardware,local_pattern,original
Sabka Courier,MERCHANT,travel,local_pattern,original
Shiv Barber Shop-302,MERCHANT,salon,local_pattern,augmented
Budh Medical tSore,MERCHANT,medical,local_pattern,augmented
riya Spors,MERCHANT,local_shop,local_pattern,augmented
Tandon Plumbing,MERCHANT,hardware,local_pattern,original
Grewal Service Station,MERCHANT,fuel,local_pattern,original
Patel uIroning,MERCHANT,local_shop,local_pattern,augmented
Cold Drin King,MERCHANT,local_shop,desi_pattern,augmented
PAY-Progress Fur.,MERCHANT,furniture,local_pattern,augmented
Tushar Book Store,MERCHANT,stationery,local_pattern,original
Nikhil Ka Shop,MERCHANT,local_shop,desi_pattern,original
Gnadhi Interior,MERCHANT,professional,local_pattern,augmented
Ruby Tran,MERCHANT,travel,local_pattern,augmented
Al  Noor  Express,MERCHANT,travel,local_pattern,augmented
Kale Chaat Corner/68,MERCHANT,restaurant,local_pattern,augmented
Sunshine.Trading.Co,MERCHANT,local_shop,local_pattern,augmented
Jadeja Beaut,MERCHANT,salon,local_pattern,augmented
Shri Ganesh uCrtains,MERCHANT,furniture,local_pattern,augmented
Raheem Itrior,MERCHANT,professional,local_pattern,augmented
IMPS-Ram Sanitary,MERCHANT,hardware,local_pattern,augmented
Ankit Bakery,MERCHANT,restaurant,local_pattern,original
ope Gas Agecy,MERCHANT,fuel,local_pattern,augmented
Grewal_Digital_Studio,MERCHANT,stationery,local_pattern,augmented
Mukesh Vidya Mandir,MERCHANT,education,local_pattern,original
